img_name,raw_height,raw_width,X,Y,D
train_1837,1536,2048,288,29,1468
train_1838,1536,2048,287,28,1470
train_1839,1536,2048,288,29,1468
train_184,1424,2144,375,21,1389
train_1840,1536,2048,286,29,1470
train_1841,1536,2048,287,28,1470
train_1842,1536,2048,287,28,1472
train_1843,1536,2048,286,28,1472
train_1844,1536,2048,287,29,1470
train_1845,1536,2048,283,23,1476
train_1846,1536,2048,287,27,1472
train_1847,1536,2048,290,30,1472
train_1848,1536,2048,287,29,1470
train_1849,1536,2048,285,28,1472
train_185,1424,2144,375,21,1389
train_1850,1536,2048,288,27,1470
train_1851,1536,2048,289,31,1466
train_1852,1536,2048,288,28,1470
train_1853,1536,2048,287,29,1470
train_1854,1536,2048,285,28,1472
train_1855,1536,2048,288,28,1470
train_1856,1536,2048,287,27,1470
train_1857,1536,2048,286,28,1472
train_1858,1536,2048,287,28,1470
train_1859,1536,2048,287,27,1472
train_186,1424,2144,370,17,1388
train_1860,1536,2048,287,27,1472
train_1861,1536,2048,286,28,1472
train_1862,1536,2048,287,27,1470
train_1863,1536,2048,287,28,1470
train_1864,1536,2048,288,29,1470
train_1865,1536,2048,286,27,1472
train_1866,1536,2048,287,27,1470
train_1867,1536,2048,286,28,1472
train_1868,1536,2048,286,27,1472
train_1869,1536,2048,286,27,1472
train_187,1424,2144,371,18,1388
train_1870,1536,2048,287,27,1472
train_1871,1536,2048,287,29,1470
train_1872,1536,2048,288,28,1470
train_1873,1536,2048,287,27,1472
train_1874,1536,2048,288,28,1470
train_1875,1536,2048,288,29,1470
train_1876,1536,2048,287,27,1470
train_1877,1536,2048,285,27,1472
train_1878,1536,2048,288,28,1470
train_1879,1536,2048,286,28,1470
train_188,1424,2144,370,18,1388
train_1880,1536,2048,286,28,1472
train_1881,1536,2048,287,28,1472
train_1882,1536,2048,288,29,1470
train_1883,1536,2048,287,28,1472
train_1884,1536,2048,286,27,1472
train_1885,1536,2048,287,29,1470
train_1886,1536,2048,287,29,1468
train_1887,1536,2048,287,29,1470
train_1888,1536,2048,286,28,1470
train_1889,1536,2048,286,28,1472
train_189,1424,2144,371,18,1388
train_1890,1536,2048,287,27,1472
train_1891,2848,4288,94,-458,3794
train_1892,2848,4288,98,-458,3790
train_1893,2848,4288,270,-278,3408
train_1894,2848,4288,271,-279,3408
train_1895,2848,4288,271,-278,3408
train_1896,2848,4288,270,-278,3408
train_1897,2848,4288,272,-276,3406
train_1898,2848,4288,271,-276,3406
train_1899,2848,4288,270,-280,3412
train_19,1424,2144,371,18,1386
train_190,1424,2144,370,16,1390
train_1900,2848,4288,269,-281,3412
train_1901,2848,4288,278,-274,3408
train_1902,2848,4288,94,-458,3799
train_1903,2848,4288,94,-458,3799
train_1904,2848,4288,278,-274,3404
train_1905,2848,4288,268,-279,3410
train_1906,2848,4288,278,-274,3404
train_1907,2848,4288,271,-287,3430
train_1908,2848,4288,268,-280,3412
train_1909,2848,4288,278,-274,3404
train_191,1424,2144,371,18,1388
train_1910,2848,4288,278,-274,3404
train_1911,2848,4288,269,-277,3410
train_1912,2848,4288,266,-285,3418
train_1913,2848,4288,269,-279,3410
train_1914,2848,4288,268,-276,3410
train_1915,2848,4288,272,-307,3466
train_1916,2848,4288,265,-281,3414
train_1917,2848,4288,266,-286,3418
train_1918,2848,4288,268,-278,3408
train_1919,2848,4288,278,-274,3404
train_192,1424,2144,371,19,1388
train_1920,2848,4288,269,-280,3408
train_193,1424,2144,370,18,1388
train_194,1424,2144,370,21,1388
train_195,1424,2144,371,18,1388
train_196,1424,2144,373,21,1391
train_197,1424,2144,375,21,1389
train_198,1424,2144,373,23,1389
train_199,1424,2144,370,17,1388
train_2,1424,2144,370,17,1388
train_20,1424,2144,370,18,1388
train_200,1424,2144,370,17,1388
train_201,1424,2144,371,18,1388
train_202,1424,2144,370,17,1390
train_203,1424,2144,370,17,1388
train_204,1424,2144,371,18,1388
train_205,1424,2144,371,18,1386
train_206,1424,2144,371,18,1386
train_207,1424,2144,375,21,1389
train_208,1424,2144,375,23,1389
train_209,1424,2144,371,18,1386
train_21,1424,2144,371,18,1388
train_210,1424,2144,371,18,1386
train_211,1424,2144,371,18,1388
train_212,1424,2144,374,4,1414
train_213,1424,2144,375,21,1389
train_214,1424,2144,371,17,1390
train_215,1424,2144,370,18,1388
train_216,1424,2144,371,18,1388
train_217,1424,2144,370,16,1390
train_218,1424,2144,370,18,1388
train_219,1424,2144,371,18,1388
train_22,1424,2144,370,18,1388
train_220,1424,2144,370,17,1388
train_221,1424,2144,371,18,1388
train_222,1424,2144,371,18,1388
train_223,1424,2144,370,17,1388
train_224,1424,2144,371,17,1390
train_225,1424,2144,375,23,1387
train_226,1424,2144,371,18,1388
train_227,1424,2144,371,18,1388
train_228,1424,2144,373,21,1391
train_229,1424,2144,371,17,1388
train_23,1424,2144,371,18,1388
train_230,1424,2144,371,18,1386
train_231,1424,2144,371,18,1388
train_232,1424,2144,371,18,1388
train_233,1424,2144,370,18,1388
train_234,1424,2144,371,18,1388
train_235,1424,2144,370,18,1388
train_236,1424,2144,371,18,1388
train_237,1424,2144,370,18,1388
train_238,1424,2144,371,19,1386
train_239,1424,2144,371,19,1386
train_24,1424,2144,370,17,1390
train_240,1424,2144,371,18,1388
train_241,1424,2144,370,17,1388
train_242,1424,2144,371,18,1388
train_243,1424,2144,370,18,1388
train_244,1424,2144,371,18,1388
train_245,1424,2144,371,18,1388
train_246,1424,2144,371,18,1388
train_247,1424,2144,371,18,1386
train_248,1424,2144,370,18,1388
train_249,1424,2144,371,19,1386
train_25,1424,2144,369,17,1390
train_250,1424,2144,371,17,1388
train_251,1424,2144,371,19,1388
train_252,1424,2144,371,18,1388
train_253,1424,2144,370,17,1388
train_254,1424,2144,371,17,1390
train_255,1424,2144,371,18,1388
train_256,1424,2144,370,17,1390
train_257,1424,2144,370,17,1390
train_258,1424,2144,370,17,1388
train_259,1424,2144,370,17,1388
train_26,1424,2144,371,18,1388
train_260,1424,2144,370,16,1390
train_261,1424,2144,370,17,1390
train_262,1424,2144,371,18,1388
train_263,1424,2144,370,18,1388
train_264,1424,2144,371,19,1386
train_265,1424,2144,371,19,1386
train_266,1424,2144,371,18,1388
train_267,1424,2144,371,16,1390
train_268,1424,2144,375,21,1389
train_269,1424,2144,371,19,1386
train_27,1424,2144,370,18,1388
train_270,1424,2144,370,17,1388
train_271,1424,2144,370,18,1388
train_272,1424,2144,371,19,1386
train_273,1424,2144,371,18,1386
train_274,1424,2144,371,17,1388
train_275,1424,2144,375,23,1387
train_276,1424,2144,371,19,1386
train_277,1424,2144,370,17,1388
train_278,1424,2144,373,21,1391
train_279,1424,2144,375,23,1389
train_28,1424,2144,370,17,1390
train_280,1424,2144,371,18,1388
train_281,1424,2144,371,18,1388
train_282,1424,2144,370,17,1390
train_283,1424,2144,371,18,1388
train_284,1424,2144,371,18,1388
train_285,1424,2144,370,17,1388
train_286,1424,2144,373,21,1391
train_287,1424,2144,375,23,1389
train_288,1424,2144,371,18,1386
train_289,1424,2144,371,18,1388
train_29,1424,2144,370,18,1388
train_290,1424,2144,370,17,1390
train_291,1424,2144,370,18,1388
train_292,1424,2144,371,18,1388
train_293,1424,2144,371,18,1388
train_294,1424,2144,370,17,1388
train_295,1424,2144,372,18,1388
train_296,1424,2144,371,18,1388
train_297,1424,2144,371,18,1388
train_298,1424,2144,371,18,1388
train_299,1424,2144,370,17,1388
train_3,1424,2144,371,18,1388
train_30,1424,2144,370,18,1388
train_300,1424,2144,371,18,1388
train_301,1424,2144,373,21,1391
train_302,1424,2144,371,18,1388
train_303,1424,2144,373,21,1391
train_304,1424,2144,370,18,1388
train_305,1424,2144,371,18,1388
train_306,1424,2144,371,18,1388
train_307,1424,2144,370,18,1388
train_308,1424,2144,375,21,1389
train_309,1424,2144,370,18,1388
train_31,1424,2144,370,18,1388
train_310,1424,2144,371,18,1388
train_311,1424,2144,370,17,1390
train_312,1424,2144,371,19,1386
train_313,1424,2144,371,18,1388
train_314,1424,2144,371,19,1386
train_315,1424,2144,371,18,1386
train_316,1424,2144,371,18,1388
train_317,1424,2144,371,18,1388
train_318,1424,2144,370,18,1388
train_319,1424,2144,371,18,1388
train_32,1424,2144,371,18,1388
train_320,1424,2144,370,17,1388
train_321,1424,2144,371,18,1388
train_322,1424,2144,370,18,1388
train_323,1424,2144,373,21,1391
train_324,1424,2144,371,18,1388
train_325,1424,2144,371,18,1388
train_326,1424,2144,371,18,1388
train_327,1424,2144,370,18,1388
train_328,1424,2144,371,18,1388
train_329,1424,2144,370,17,1388
train_33,1424,2144,371,18,1388
train_330,1424,2144,372,20,1386
train_331,1424,2144,370,18,1388
train_332,1424,2144,371,19,1386
train_333,1424,2144,371,18,1386
train_334,1424,2144,371,18,1386
train_335,1424,2144,370,18,1388
train_336,1424,2144,371,19,1386
train_337,1424,2144,370,17,1390
train_338,1424,2144,371,18,1388
train_339,1424,2144,371,18,1388
train_34,1424,2144,371,18,1386
train_340,1424,2144,371,15,1394
train_341,1424,2144,370,18,1388
train_342,1424,2144,371,18,1388
train_343,1424,2144,370,17,1390
train_344,1424,2144,371,19,1386
train_345,1424,2144,371,18,1386
train_346,1424,2144,371,18,1388
train_347,1424,2144,371,18,1388
train_348,1424,2144,375,1,1422
train_349,1424,2144,371,18,1388
train_35,1424,2144,370,18,1388
train_350,1424,2144,370,17,1390
train_351,1424,2144,370,17,1388
train_352,1424,2144,371,18,1386
train_353,1424,2144,371,19,1388
train_354,1424,2144,373,21,1391
train_355,1424,2144,373,21,1391
train_356,1424,2144,371,17,1390
train_357,1424,2144,371,18,1388
train_358,1424,2144,371,18,1388
train_359,1424,2144,371,18,1388
train_36,1424,2144,369,17,1390
train_360,1424,2144,371,18,1388
train_361,1424,2144,369,17,1390
train_362,1424,2144,372,6,1412
train_363,1424,2144,371,18,1388
train_364,1424,2144,371,18,1388
train_365,1424,2144,370,17,1388
train_366,1424,2144,371,18,1388
train_367,1424,2144,371,18,1388
train_368,1424,2144,370,17,1390
train_369,1424,2144,370,18,1388
train_37,1424,2144,370,16,1390
train_370,1424,2144,370,17,1390
train_371,1424,2144,371,18,1388
train_372,1424,2144,370,18,1388
train_373,1424,2144,371,18,1388
train_374,1424,2144,370,18,1388
train_375,1424,2144,371,19,1388
train_376,1424,2144,369,16,1390
train_377,1424,2144,371,18,1388
train_378,1424,2144,370,18,1388
train_379,1424,2144,371,18,1388
train_38,1424,2144,370,18,1388
train_380,1424,2144,370,18,1388
train_381,1424,2144,371,18,1388
train_382,1424,2144,371,18,1388
train_383,1424,2144,370,17,1388
train_384,1424,2144,371,18,1386
train_385,1424,2144,371,18,1386
train_386,1424,2144,371,18,1388
train_387,1424,2144,369,18,1390
train_388,1424,2144,370,18,1388
train_389,1424,2144,370,17,1390
train_39,1424,2144,371,18,1388
train_390,1424,2144,371,18,1388
train_391,1424,2144,370,17,1390
train_392,1424,2144,370,17,1390
train_393,1424,2144,370,17,1390
train_394,1424,2144,370,18,1388
train_395,1424,2144,371,18,1388
train_396,1424,2144,370,18,1388
train_397,1424,2144,370,17,1390
train_398,1424,2144,371,18,1388
train_399,1424,2144,370,17,1390
train_4,1424,2144,370,18,1388
train_40,1424,2144,371,18,1388
train_400,1424,2144,370,18,1388
train_401,1424,2144,371,18,1388
train_402,1424,2144,370,17,1388
train_403,1424,2144,370,18,1388
train_404,1424,2144,370,17,1390
train_405,1424,2144,370,18,1388
train_406,1424,2144,371,18,1388
train_407,1424,2144,370,17,1388
train_408,1424,2144,370,17,1388
train_409,1424,2144,370,17,1388
train_41,1424,2144,371,18,1388
train_410,1424,2144,370,18,1388
train_411,1424,2144,370,18,1388
train_412,1424,2144,370,17,1388
train_413,1424,2144,369,17,1390
train_414,1424,2144,370,18,1388
train_415,1424,2144,370,17,1388
train_416,1424,2144,370,18,1388
train_417,1424,2144,370,19,1386
train_418,1424,2144,371,18,1388
train_419,1424,2144,370,18,1388
train_42,1424,2144,370,17,1388
train_420,1424,2144,370,18,1388
train_421,1424,2144,371,18,1388
train_422,1424,2144,372,17,1388
train_423,1424,2144,370,17,1388
train_424,1424,2144,370,17,1388
train_425,1424,2144,370,18,1388
train_426,1424,2144,369,17,1390
train_427,1424,2144,370,17,1388
train_428,1424,2144,370,18,1388
train_429,1424,2144,370,18,1388
train_43,1424,2144,370,17,1388
train_430,1424,2144,370,17,1390
train_431,1424,2144,370,17,1388
train_432,1424,2144,370,18,1388
train_433,1424,2144,369,17,1388
train_434,1424,2144,370,17,1390
train_435,1424,2144,371,19,1388
train_436,1424,2144,371,18,1388
train_437,1424,2144,370,18,1388
train_438,1424,2144,371,18,1388
train_439,1424,2144,370,18,1388
train_44,1424,2144,370,18,1388
train_440,1424,2144,370,17,1388
train_441,1424,2144,371,18,1386
train_442,1424,2144,371,19,1388
train_443,1424,2144,370,18,1388
train_444,1424,2144,370,16,1390
train_445,1424,2144,370,18,1388
train_446,1424,2144,370,18,1388
train_447,1424,2144,371,18,1388
train_448,1424,2144,370,17,1390
train_449,1424,2144,370,18,1388
train_45,1424,2144,370,17,1388
train_450,1424,2144,370,18,1388
train_451,1424,2144,370,17,1388
train_452,1424,2144,369,17,1390
train_453,1424,2144,370,18,1388
train_454,1424,2144,370,18,1388
train_455,1424,2144,371,18,1388
train_456,1424,2144,370,18,1388
train_457,1424,2144,370,18,1388
train_458,1424,2144,371,18,1388
train_459,1424,2144,370,17,1388
train_46,1424,2144,371,18,1386
train_460,1424,2144,370,18,1388
train_461,1424,2144,370,18,1388
train_462,1424,2144,371,18,1388
train_463,1424,2144,370,18,1388
train_464,1424,2144,369,16,1390
train_465,1424,2144,370,17,1388
train_466,1424,2144,370,18,1388
train_467,1424,2144,370,18,1388
train_468,1424,2144,370,17,1390
train_469,1424,2144,370,17,1390
train_47,1424,2144,371,18,1388
train_470,1424,2144,370,18,1388
train_471,1424,2144,370,17,1390
train_472,1424,2144,370,18,1388
train_473,1424,2144,370,17,1388
train_474,1424,2144,370,18,1388
train_475,1424,2144,369,19,1388
train_476,1424,2144,370,18,1388
train_477,1424,2144,370,18,1388
train_478,1424,2144,370,18,1388
train_479,1424,2144,370,17,1390
train_48,1424,2144,371,19,1386
train_480,1424,2144,372,20,1386
train_481,1424,2144,371,18,1388
train_482,1424,2144,370,18,1388
train_483,1424,2144,356,-17,1416
train_484,1424,2144,369,16,1390
train_485,1424,2144,370,18,1388
train_486,1424,2144,370,17,1388
train_487,1424,2144,370,18,1388
train_488,1424,2144,371,18,1388
train_489,1424,2144,371,18,1388
train_49,1424,2144,370,17,1388
train_490,1424,2144,370,17,1388
train_491,1424,2144,369,17,1390
train_492,1424,2144,370,17,1390
train_493,1424,2144,370,18,1388
train_494,1424,2144,370,17,1390
train_495,1424,2144,370,18,1388
train_496,1424,2144,370,18,1388
train_497,1424,2144,371,18,1388
train_498,1424,2144,370,18,1388
train_499,1424,2144,375,23,1387
train_5,1424,2144,370,17,1388
train_50,1424,2144,371,18,1388
train_500,1424,2144,370,18,1388
train_501,1424,2144,370,17,1390
train_502,1424,2144,370,16,1390
train_503,1424,2144,370,17,1388
train_504,1424,2144,371,18,1388
train_505,1424,2144,369,16,1390
train_506,1424,2144,370,18,1388
train_507,1424,2144,371,18,1388
train_508,1424,2144,370,18,1388
train_509,1424,2144,370,18,1388
train_51,1424,2144,371,18,1388
train_510,1424,2144,370,17,1390
train_511,1424,2144,370,17,1388
train_512,1424,2144,370,18,1388
train_513,1424,2144,370,17,1390
train_514,1424,2144,370,18,1388
train_515,1424,2144,371,18,1388
train_516,1424,2144,369,17,1390
train_517,1424,2144,369,16,1390
train_518,1424,2144,371,18,1388
train_519,1424,2144,371,18,1388
train_52,1424,2144,370,17,1390
train_520,1424,2144,370,18,1388
train_521,1424,2144,370,17,1388
train_522,1424,2144,371,18,1386
train_523,1424,2144,370,17,1388
train_524,1424,2144,370,17,1390
train_525,1424,2144,370,17,1390
train_526,1424,2144,370,17,1388
train_527,1424,2144,370,17,1388
train_528,1424,2144,369,17,1390
train_529,1424,2144,371,18,1386
train_53,1424,2144,371,18,1388
train_530,1424,2144,370,18,1388
train_531,1424,2144,371,18,1388
train_532,1424,2144,370,17,1390
train_533,1424,2144,370,18,1388
train_534,1424,2144,370,18,1388
train_535,1424,2144,370,18,1388
train_536,1424,2144,370,18,1388
train_537,1424,2144,370,17,1388
train_538,1424,2144,370,17,1388
train_539,1424,2144,371,18,1388
train_54,1424,2144,371,18,1388
train_540,1424,2144,371,18,1388
train_541,1424,2144,370,18,1388
train_542,1424,2144,370,18,1388
train_543,1424,2144,370,18,1388
train_544,1424,2144,370,18,1388
train_545,1424,2144,375,23,1389
train_546,1424,2144,369,18,1390
train_547,1424,2144,370,17,1388
train_548,1424,2144,371,18,1388
train_549,1424,2144,370,18,1388
train_55,1424,2144,370,18,1388
train_550,1424,2144,371,18,1388
train_551,1424,2144,370,18,1388
train_552,1424,2144,370,17,1388
train_553,1424,2144,371,18,1388
train_554,1424,2144,371,18,1388
train_555,1424,2144,371,18,1388
train_556,1424,2144,370,17,1390
train_557,1424,2144,371,20,1388
train_558,1424,2144,371,18,1388
train_559,1424,2144,370,17,1390
train_56,1424,2144,370,18,1388
train_560,1424,2144,371,18,1388
train_561,1424,2144,371,18,1388
train_562,1424,2144,371,18,1388
train_563,1424,2144,370,18,1388
train_564,1424,2144,371,13,1398
train_565,1424,2144,371,16,1392
train_566,1424,2144,370,18,1388
train_567,1424,2144,370,16,1392
train_568,1424,2144,370,18,1388
train_569,1424,2144,370,17,1388
train_57,1424,2144,372,16,1392
train_570,1424,2144,373,21,1391
train_571,1424,2144,373,21,1391
train_572,1424,2144,370,18,1390
train_573,1424,2144,370,18,1388
train_574,1424,2144,371,18,1388
train_575,1424,2144,370,17,1390
train_576,1424,2144,371,18,1386
train_577,1424,2144,371,18,1388
train_578,1424,2144,371,18,1388
train_579,1424,2144,370,18,1388
train_58,1424,2144,370,18,1388
train_580,1424,2144,370,17,1390
train_581,1424,2144,370,17,1388
train_582,1424,2144,371,18,1388
train_583,1424,2144,371,18,1388
train_584,1424,2144,371,18,1388
train_585,1424,2144,371,17,1390
train_586,1424,2144,370,17,1388
train_587,1424,2144,370,18,1388
train_588,1424,2144,370,18,1388
train_589,1424,2144,370,18,1388
train_59,1424,2144,369,16,1390
train_590,1424,2144,370,18,1388
train_591,1424,2144,370,18,1388
train_592,1424,2144,370,17,1390
train_593,1424,2144,370,17,1390
train_594,1424,2144,370,17,1388
train_595,1424,2144,370,17,1390
train_596,1424,2144,370,18,1388
train_597,1424,2144,370,17,1390
train_598,1424,2144,370,17,1390
train_599,1424,2144,371,18,1388
train_6,1424,2144,370,17,1388
train_60,1424,2144,371,18,1388
train_600,1424,2144,370,16,1392
train_601,1424,2144,370,17,1390
train_602,1424,2144,371,18,1388
train_603,1424,2144,370,18,1388
train_604,1424,2144,371,18,1388
train_605,1424,2144,370,18,1388
train_606,1424,2144,371,18,1386
train_607,1424,2144,371,18,1388
train_608,1424,2144,370,17,1388
train_609,1424,2144,371,15,1394
train_61,1424,2144,370,17,1390
train_610,1424,2144,370,19,1388
train_611,1424,2144,370,18,1388
train_612,1424,2144,370,18,1388
train_613,1424,2144,370,17,1388
train_614,1424,2144,371,18,1388
train_615,1424,2144,370,18,1388
train_616,1424,2144,371,18,1388
train_617,1424,2144,370,17,1390
train_618,1424,2144,370,18,1388
train_619,1424,2144,371,18,1388
train_62,1424,2144,370,17,1388
train_620,1424,2144,370,17,1390
train_621,1424,2144,370,17,1388
train_622,1424,2144,370,19,1388
train_623,1424,2144,369,18,1390
train_624,1424,2144,371,18,1388
train_625,1424,2144,371,18,1388
train_626,1424,2144,372,19,1386
train_627,1424,2144,371,18,1388
train_628,1424,2144,375,21,1389
train_629,1424,2144,371,18,1388
train_63,1424,2144,370,17,1388
train_630,1424,2144,371,18,1388
train_631,1424,2144,371,18,1388
train_632,1424,2144,371,18,1388
train_633,1424,2144,370,16,1390
train_634,1424,2144,371,18,1388
train_635,1424,2144,370,21,1388
train_636,1424,2144,370,18,1388
train_637,1424,2144,371,18,1388
train_638,1424,2144,371,18,1386
train_639,1424,2144,371,18,1386
train_64,1424,2144,371,18,1388
train_640,1424,2144,370,17,1390
train_641,1424,2144,371,18,1388
train_642,1424,2144,371,18,1388
train_643,1424,2144,370,17,1388
train_644,1424,2144,370,18,1388
train_645,1424,2144,370,16,1390
train_646,1424,2144,371,18,1386
train_647,1424,2144,371,17,1390
train_648,1424,2144,371,18,1388
train_649,1424,2144,371,15,1394
train_65,1424,2144,370,18,1388
train_650,1424,2144,371,18,1388
train_651,1424,2144,371,18,1388
train_652,1424,2144,370,17,1390
train_653,1424,2144,371,18,1388
train_654,1424,2144,371,19,1386
train_655,1424,2144,370,17,1388
train_656,1424,2144,370,18,1388
train_657,1424,2144,371,18,1388
train_658,1424,2144,371,18,1388
train_659,1424,2144,371,18,1388
train_66,1424,2144,371,19,1386
train_660,1424,2144,370,18,1388
train_661,1424,2144,370,17,1390
train_662,1424,2144,371,18,1388
train_663,1424,2144,371,19,1386
train_664,1424,2144,370,18,1388
train_665,1424,2144,370,17,1390
train_666,1424,2144,371,18,1388
train_667,1424,2144,374,7,1412
train_668,1424,2144,372,18,1386
train_669,1424,2144,371,18,1386
train_67,1424,2144,370,18,1388
train_670,1424,2144,369,17,1390
train_671,1424,2144,371,16,1392
train_672,1424,2144,370,16,1390
train_673,1424,2144,371,18,1386
train_674,1424,2144,371,19,1386
train_675,1424,2144,370,18,1388
train_676,1424,2144,370,14,1396
train_677,1424,2144,370,17,1390
train_678,1424,2144,371,16,1394
train_679,1424,2144,373,21,1391
train_68,1424,2144,371,17,1388
train_680,1424,2144,371,18,1388
train_681,1424,2144,371,18,1388
train_682,1424,2144,371,19,1386
train_683,1424,2144,369,18,1390
train_684,1424,2144,371,18,1388
train_685,1424,2144,371,18,1388
train_686,1424,2144,372,16,1392
train_687,1424,2144,370,18,1390
train_688,1424,2144,371,18,1388
train_689,1424,2144,371,19,1388
train_69,1424,2144,370,17,1388
train_690,1424,2144,371,17,1390
train_691,1424,2144,371,18,1388
train_692,1424,2144,370,18,1388
train_693,1424,2144,370,18,1390
train_694,1424,2144,371,18,1388
train_695,1424,2144,371,18,1388
train_696,1424,2144,371,18,1388
train_697,1424,2144,369,18,1390
train_698,1424,2144,370,17,1388
train_699,1424,2144,371,18,1388
train_7,1424,2144,371,18,1388
train_70,1424,2144,370,18,1388
train_700,1424,2144,375,23,1387
train_701,1424,2144,371,19,1386
train_702,1424,2144,370,18,1388
train_703,1424,2144,371,18,1388
train_704,1424,2144,370,18,1390
train_705,1424,2144,371,18,1388
train_706,1424,2144,371,18,1388
train_707,1424,2144,371,19,1386
train_708,1424,2144,370,18,1388
train_709,1424,2144,371,18,1388
train_71,1424,2144,370,17,1390
train_710,1424,2144,370,16,1390
train_711,1424,2144,370,18,1388
train_712,1424,2144,371,18,1388
train_713,1424,2144,370,18,1388
train_714,1424,2144,370,17,1390
train_715,1424,2144,370,17,1388
train_716,1424,2144,370,17,1388
train_717,1424,2144,371,19,1388
train_718,1424,2144,371,17,1390
train_719,1424,2144,370,17,1388
train_72,1424,2144,371,18,1388
train_720,1424,2144,371,19,1386
train_721,1424,2144,370,18,1388
train_722,1424,2144,375,23,1387
train_723,1424,2144,370,17,1390
train_724,1424,2144,371,18,1388
train_725,1424,2144,370,18,1388
train_726,1424,2144,371,18,1388
train_727,1424,2144,371,18,1388
train_728,1424,2144,371,18,1388
train_729,1424,2144,370,18,1388
train_73,1424,2144,370,17,1390
train_730,1424,2144,371,18,1386
train_731,1424,2144,371,19,1386
train_732,1424,2144,370,17,1390
train_733,1424,2144,370,17,1390
train_734,1424,2144,371,18,1388
train_735,1424,2144,371,18,1388
train_736,1424,2144,374,8,1408
train_737,1424,2144,371,18,1388
train_738,1424,2144,371,19,1386
train_739,1424,2144,372,18,1388
train_74,1424,2144,370,17,1388
train_740,1424,2144,371,18,1388
train_741,1424,2144,371,18,1388
train_742,1424,2144,371,17,1390
train_743,1424,2144,371,18,1388
train_744,1424,2144,370,19,1388
train_745,1424,2144,371,14,1394
train_746,1424,2144,371,18,1388
train_747,1424,2144,372,18,1386
train_748,1424,2144,370,18,1388
train_749,1424,2144,371,18,1388
train_75,1424,2144,371,18,1388
train_750,1424,2144,371,13,1396
train_751,1424,2144,370,17,1390
train_752,1424,2144,371,18,1388
train_753,1424,2144,371,18,1386
train_754,1424,2144,370,16,1390
train_755,1424,2144,370,17,1390
train_756,1424,2144,371,18,1388
train_757,1424,2144,371,19,1386
train_758,1424,2144,372,19,1384
train_759,1424,2144,371,15,1392
train_76,1424,2144,370,17,1390
train_760,1424,2144,370,18,1388
train_761,1424,2144,371,18,1388
train_762,1424,2144,370,16,1390
train_763,1424,2144,371,19,1386
train_764,1424,2144,370,18,1388
train_765,1424,2144,371,18,1386
train_766,1424,2144,370,18,1388
train_767,1424,2144,370,16,1390
train_768,1424,2144,371,18,1386
train_769,1424,2144,371,19,1386
train_77,1424,2144,370,17,1388
train_770,1424,2144,371,18,1388
train_771,1424,2144,371,17,1388
train_772,1424,2144,370,18,1388
train_773,1424,2144,371,18,1388
train_774,1424,2144,371,17,1388
train_775,1424,2144,371,18,1388
train_776,1424,2144,370,17,1388
train_777,1424,2144,370,18,1388
train_778,1424,2144,371,18,1388
train_779,1424,2144,370,18,1388
train_78,1424,2144,370,18,1388
train_780,1424,2144,371,18,1386
train_781,1424,2144,370,17,1390
train_782,1424,2144,370,18,1388
train_783,1424,2144,371,18,1388
train_784,1424,2144,370,17,1390
train_785,1424,2144,371,17,1390
train_786,1424,2144,371,18,1388
train_787,1424,2144,371,18,1388
train_788,1424,2144,371,18,1388
train_789,1424,2144,373,21,1391
train_79,1424,2144,371,18,1388
train_790,1424,2144,373,21,1391
train_791,1424,2144,370,18,1390
train_792,1424,2144,370,17,1390
train_793,1424,2144,371,18,1386
train_794,1424,2144,375,21,1389
train_795,1424,2144,371,17,1388
train_796,1424,2144,370,18,1388
train_797,1424,2144,371,18,1388
train_798,1424,2144,371,18,1388
train_799,1424,2144,370,16,1390
train_8,1424,2144,370,17,1388
train_80,1424,2144,371,18,1388
train_800,1424,2144,370,18,1388
train_801,1424,2144,373,13,1398
train_802,1424,2144,371,18,1386
train_803,1424,2144,371,19,1386
train_804,1424,2144,371,19,1386
train_805,1424,2144,371,17,1388
train_806,1424,2144,371,18,1388
train_807,1424,2144,371,18,1386
train_808,1424,2144,371,18,1388
train_809,1424,2144,371,19,1386
train_81,1424,2144,370,18,1388
train_810,1424,2144,371,18,1388
train_811,1424,2144,371,17,1388
train_812,1424,2144,371,17,1388
train_813,1424,2144,372,17,1388
train_814,1424,2144,371,19,1386
train_815,1424,2144,371,18,1386
train_816,1424,2144,371,18,1386
train_817,1424,2144,371,18,1388
train_818,1424,2144,371,18,1386
train_819,1424,2144,370,17,1388
train_82,1424,2144,371,18,1388
train_820,1424,2144,370,17,1390
train_821,1424,2144,371,18,1386
train_822,1424,2144,371,17,1388
train_823,1424,2144,371,18,1386
train_824,1424,2144,371,19,1386
train_825,1424,2144,371,18,1386
train_826,1424,2144,370,17,1388
train_827,1424,2144,371,18,1388
train_828,1424,2144,371,18,1388
train_829,1424,2144,372,18,1386
train_83,1424,2144,370,17,1388
train_830,1424,2144,370,18,1388
train_831,1424,2144,371,18,1388
train_832,1424,2144,371,18,1386
train_833,1424,2144,371,18,1386
train_834,1424,2144,371,17,1388
train_835,1424,2144,371,18,1388
train_836,1424,2144,370,17,1388
train_837,1424,2144,371,18,1388
train_838,1424,2144,371,18,1386
train_839,1424,2144,371,18,1386
train_84,1424,2144,370,17,1388
train_840,1424,2144,372,19,1386
train_841,1424,2144,371,19,1386
